player_id,current_club_id,first_name,last_name,name,position,sub_position,age,market_value_in_eur,current_club_name,competition_name,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
616341,583,Nuno,Mendes,Nuno Mendes,Defender,Left-Back,20,60000000,Paris Saint-Germain,ligue-1,18(5),1554.0,2.0,0.7,1.1,0.1,0.7,0.5,0.1,-,7.04
355915,148,Cristian,Romero,Cristian Romero,Defender,Centre-Back,24,60000000,Tottenham Hotspur,premier-league,26(1),2365.0,2.5,1.6,1.6,0.3,3.6,0.6,0.7,-,6.8
339808,5,Theo,Hernández,Theo Hernández,Defender,Left-Back,25,60000000,AC Milan,serie-a,32,2777.0,1.3,0.7,0.7,0.1,1.0,0.5,0.2,1,6.87
411975,131,Jules,Koundé,Jules Koundé,Defender,Centre-Back,24,60000000,FC Barcelona,laliga,28(1),2429.0,1.3,0.7,0.8,0.5,1.9,0.3,0.3,1,6.97
344695,27,Dayot,Upamecano,Dayot Upamecano,Defender,Centre-Back,24,60000000,Bayern Munich,bundesliga,27(2),2348.0,2.2,0.9,1.0,0.4,2.4,0.6,0.2,-,6.71
480267,131,Ronald,Araújo,Ronald Araújo,Defender,Centre-Back,23,60000000,FC Barcelona,laliga,21(1),1802.0,1.2,0.5,0.7,1,1.8,0.1,0.3,1,6.91
284857,631,Marc,Cucurella,Marc Cucurella,Defender,Left-Back,24,55000000,Chelsea FC,premier-league,21(3),1679.0,2.8,0.7,0.7,0.1,1.5,1.3,0.3,-,6.65
59016,418,David,Alaba,David Alaba,Defender,Centre-Back,30,55000000,Real Madrid,laliga,21(2),1841.0,0.7,0.6,0.4,0.3,1.6,0.3,0.4,-,6.58
315853,46,Alessandro,Bastoni,Alessandro Bastoni,Defender,Centre-Back,23,55000000,Inter Milan,serie-a,26(3),2168.0,1.4,0.8,0.7,0.2,1.4,0.6,0.4,-,6.68
281963,27,Lucas,Hernández,Lucas Hernández,Defender,Centre-Back,26,50000000,Bayern Munich,bundesliga,6(1),479.0,0.9,0.7,0.6,0.3,0.9,0.1,0.1,-,6.63
303254,5,Fikayo,Tomori,Fikayo Tomori,Defender,Centre-Back,25,50000000,AC Milan,serie-a,32(1),2765.0,2.1,0.9,0.8,0.3,2.3,0.4,0.8,-,6.89
480762,985,Lisandro,Martínez,Lisandro Martínez,Defender,Centre-Back,24,50000000,Manchester United,premier-league,24(3),2117.0,2.0,1.2,0.8,0.4,3.6,0.5,1,-,6.84
399776,1050,Pau,Torres,Pau Torres,Defender,Centre-Back,25,50000000,Villarreal CF,laliga,34,3055.0,1.3,0.4,0.6,0.6,4.1,0.4,0.8,1,6.8
495666,11,William,Saliba,William Saliba,Defender,Centre-Back,21,50000000,Arsenal FC,premier-league,27,2416.0,1.3,0.7,0.7,0.5,3.0,0.1,0.4,1,6.77
335721,11,Ben,White,Ben White,Defender,Right-Back,25,45000000,Arsenal FC,premier-league,36(2),3068.0,1.6,0.6,0.7,0.4,2.0,0.7,0.3,-,6.78
86202,418,Antonio,Rüdiger,Antonio Rüdiger,Defender,Centre-Back,29,40000000,Real Madrid,laliga,26(7),2411.0,0.5,0.6,0.4,0.3,2.1,0.3,0.4,-,6.53
164770,985,Raphaël,Varane,Raphaël Varane,Defender,Centre-Back,29,40000000,Manchester United,premier-league,22(2),1917.0,1.0,0.5,0.5,0.3,3.7,0.4,0.7,1,6.64
282041,583,Presnel,Kimpembe,Presnel Kimpembe,Defender,Centre-Back,27,40000000,Paris Saint-Germain,ligue-1,9(2),731.0,1.5,1.2,2,0.2,0.8,0.4,0.6,-,6.61
291417,418,Ferland,Mendy,Ferland Mendy,Defender,Left-Back,27,40000000,Real Madrid,laliga,17(1),1359.0,1.2,0.8,0.2,0.2,0.7,0.4,0.1,-,6.58
221322,1049,José,Gayà,José Gayà,Defender,Left-Back,27,40000000,Valencia CF,laliga,31,2716.0,2.6,0.7,0.4,0.2,1.3,1,0.3,-,6.98
435338,11,Gabriel,Magalhães,Gabriel Magalhães,Defender,Centre-Back,25,40000000,Arsenal FC,premier-league,38,3411.0,1.3,0.8,0.7,0.7,3.2,0.2,0.7,-,6.84
463603,631,Benoît,Badiashile,Benoît Badiashile,Defender,Centre-Back,21,40000000,Chelsea FC,premier-league,10(1),904.0,1.3,1.5,0.8,0.2,3.0,0.5,0.2,-,6.91
316125,631,Ben,Chilwell,Ben Chilwell,Defender,Left-Back,26,38000000,Chelsea FC,premier-league,15(8),1408.0,0.9,0.8,0.6,0.2,1.0,0.5,0.1,-,6.62
361093,762,Sven,Botman,Sven Botman,Defender,Centre-Back,22,38000000,Newcastle United,premier-league,35(1),3129.0,1.1,0.9,0.4,0.5,3.3,0.2,0.7,-,6.74
176553,281,Aymeric,Laporte,Aymeric Laporte,Defender,Centre-Back,28,38000000,Manchester City,premier-league,11(1),994.0,0.9,0.3,0.4,0.6,2.5,0.3,0.3,-,6.69
93128,631,Kalidou,Koulibaly,Kalidou Koulibaly,Defender,Centre-Back,31,35000000,Chelsea FC,premier-league,20(3),1801.0,2.0,1.3,1.0,0.4,3.1,0.6,0.6,-,6.83
353366,27,Benjamin,Pavard,Benjamin Pavard,Defender,Right-Back,26,35000000,Bayern Munich,bundesliga,27(3),2432.0,2.3,1.5,0.9,0.2,2.5,0.4,0.5,-,7.17
392757,873,Marc,Guéhi,Marc Guéhi,Defender,Centre-Back,22,35000000,Crystal Palace,premier-league,37,3330.0,1.4,1.2,0.6,0.6,3.6,0.4,0.6,1,6.68
166601,16,Niklas,Süle,Niklas Süle,Defender,Centre-Back,27,35000000,Borussia Dortmund,bundesliga,23(6),2116.0,0.9,0.6,0.3,0.7,1.8,0.3,0.7,-,6.8
357119,31,Ibrahima,Konaté,Ibrahima Konaté,Defender,Centre-Back,23,35000000,Liverpool FC,premier-league,17(1),1551.0,2.1,1.4,1.6,0.8,3.1,0.6,0.3,1,6.79
585949,5,Pierre,Kalulu,Pierre Kalulu,Defender,Centre-Back,22,35000000,AC Milan,serie-a,26(8),2544.0,1.7,1.2,0.7,0.3,1.4,0.4,0.5,-,6.59
388198,16,Nico,Schlotterbeck,Nico Schlotterbeck,Defender,Centre-Back,23,33000000,Borussia Dortmund,bundesliga,27(1),2255.0,2.1,1.1,0.6,1,2.4,0.6,0.8,-,7.09
371149,24,Evan,Ndicka,Evan Ndicka,Defender,Centre-Back,23,32000000,Eintracht Frankfurt,bundesliga,30,2693.0,0.8,1.0,1.0,0.5,4.8,0.5,0.6,1,6.67
157509,379,Kurt,Zouma,Kurt Zouma,Defender,Centre-Back,28,32000000,West Ham United,premier-league,24(1),1991.0,0.4,1.2,0.6,0.3,4.7,0.1,0.6,-,6.68
260827,873,Joachim,Andersen,Joachim Andersen,Defender,Centre-Back,26,32000000,Crystal Palace,premier-league,32,2784.0,1.3,0.8,0.8,0.7,5.8,0.5,0.4,2,6.79
203853,11,Oleksandr,Zinchenko,Oleksandr Zinchenko,Defender,Left-Back,26,32000000,Arsenal FC,premier-league,26(1),2135.0,1.5,0.8,0.2,0.4,1.1,0.7,0.1,-,6.86
357147,985,Diogo,Dalot,Diogo Dalot,Defender,Right-Back,23,32000000,Manchester United,premier-league,24(2),2155.0,2.1,1.4,0.8,0.1,2.0,0.5,0.3,-,6.96
175722,148,Eric,Dier,Eric Dier,Defender,Centre-Back,28,30000000,Tottenham Hotspur,premier-league,31(2),2817.0,0.9,1.1,0.8,0.2,3.3,0.3,0.7,-,6.66
177476,281,Nathan,Aké,Nathan Aké,Defender,Centre-Back,27,30000000,Manchester City,premier-league,22(4),1876.0,1,0.8,0.5,0.5,1.8,0.2,0.4,-,6.75
256178,31,Joe,Gomez,Joe Gomez,Defender,Centre-Back,25,30000000,Liverpool FC,premier-league,15(6),1461.0,1.3,1.1,0.6,0.3,2.2,0.4,0.5,-,6.69
177907,985,Harry,Maguire,Harry Maguire,Defender,Centre-Back,29,30000000,Manchester United,premier-league,8(8),762.0,0.5,0.8,0.5,0.1,2.6,0.1,0.7,-,6.59
186590,281,John,Stones,John Stones,Defender,Centre-Back,28,30000000,Manchester City,premier-league,21(2),1849.0,1.0,0.4,0.4,0.3,1.7,0.1,0.4,1,6.8
300716,11,Kieran,Tierney,Kieran Tierney,Defender,Left-Back,25,30000000,Arsenal FC,premier-league,6(21),779.0,0.7,0.4,0.2,0.1,0.7,0.1,0.1,-,6.25
196948,131,Andreas,Christensen,Andreas Christensen,Defender,Centre-Back,26,30000000,FC Barcelona,laliga,22(1),1767.0,0.9,0.9,0.8,0.8,2.0,0.3,0.5,1,6.82
564545,15,Edmond,Tapsoba,Edmond Tapsoba,Defender,Centre-Back,23,30000000,Bayer 04 Leverkusen,bundesliga,32(1),2872.0,1.5,1.1,0.8,0.6,3.0,0.4,0.5,1,6.63
284730,281,Manuel,Akanji,Manuel Akanji,Defender,Centre-Back,27,30000000,Manchester City,premier-league,24(5),2287.0,1.2,0.6,0.8,0.6,1.0,0.4,0.3,-,6.59
666234,23826,Mohamed,Simakan,Mohamed Simakan,Defender,Centre-Back,22,28000000,RB Leipzig,bundesliga,18(6),1461.0,0.9,0.7,1,0.2,2.1,0.3,0.2,-,6.65
340456,27,Noussair,Mazraoui,Noussair Mazraoui,Defender,Right-Back,25,28000000,Bayern Munich,bundesliga,11(8),1072.0,1.5,0.5,0.8,0.2,1.1,0.5,0.1,-,6.86
262226,1003,Timothy,Castagne,Timothy Castagne,Defender,Right-Back,27,28000000,Leicester City,premier-league,36(1),3257.0,2.4,1.2,0.7,0.2,2.5,1.2,0.4,-,6.71
730893,873,Tyrick,Mitchell,Tyrick Mitchell,Defender,Left-Back,23,28000000,Crystal Palace,premier-league,34(2),2896.0,2.0,1.2,0.9,0.2,1.8,0.6,0.3,-,6.53
183288,985,Luke,Shaw,Luke Shaw,Defender,Left-Back,27,28000000,Manchester United,premier-league,30(1),2558.0,1.8,1.2,1.5,0.2,1.7,0.5,0.5,-,6.9
318204,23826,David,Raum,David Raum,Defender,Left-Back,24,26000000,RB Leipzig,bundesliga,19(9),1688.0,1.4,0.6,0.8,-,0.8,0.4,0.2,-,6.63
198116,46,Federico,Dimarco,Federico Dimarco,Defender,Left-Back,25,25000000,Inter Milan,serie-a,26(7),2089.0,0.9,0.5,0.4,-,0.4,0.3,0.1,-,6.87
659813,15,Piero,Hincapié,Piero Hincapié,Defender,Centre-Back,20,25000000,Bayer 04 Leverkusen,bundesliga,27(3),2466.0,1.7,1.0,1.3,0.4,2.5,0.4,0.7,-,6.66
386047,162,Axel,Disasi,Axel Disasi,Defender,Centre-Back,24,25000000,AS Monaco,ligue-1,37(1),3330.0,0.8,1.5,0.8,0.4,2.9,0.4,0.8,-,6.83
480763,1050,Juan,Foyth,Juan Foyth,Defender,Right-Back,24,25000000,Villarreal CF,laliga,22(2),1960.0,3,0.8,1.7,0.4,2.4,0.7,0.5,-,7.06
484547,15,Jeremie,Frimpong,Jeremie Frimpong,Defender,Right-Back,22,25000000,Bayer 04 Leverkusen,bundesliga,32(2),2723.0,1.6,0.5,0.6,0.1,0.9,0.6,0.1,-,7.12
361914,379,Nayef,Aguerd,Nayef Aguerd,Defender,Centre-Back,26,25000000,West Ham United,premier-league,17(1),1596.0,1.5,1,0.4,0.6,4.3,0.4,1.3,-,6.67
503981,180,Tino,Livramento,Tino Livramento,Defender,Right-Back,20,25000000,Southampton FC,premier-league,0(2),26.0,1,1,-,-,1.5,-,-,-,6.45
340879,800,Merih,Demiral,Merih Demiral,Defender,Centre-Back,24,25000000,Atalanta BC,serie-a,14(14),1525.0,1.5,0.9,0.5,0.5,1.9,0.4,0.3,-,6.57
331560,11,Takehiro,Tomiyasu,Takehiro Tomiyasu,Defender,Right-Back,24,25000000,Arsenal FC,premier-league,6(15),656.0,1.3,0.7,0.3,0.2,0.7,0.2,-,-,6.34
341051,180,Kyle,Walker-Peters,Kyle Walker-Peters,Defender,Right-Back,25,25000000,Southampton FC,premier-league,30(1),2653.0,2.0,0.9,0.8,0.1,1.3,0.7,0.3,-,6.58
262523,5,Davide,Calabria,Davide Calabria,Defender,Right-Back,26,25000000,AC Milan,serie-a,21(4),1697.0,2.8,1,0.6,0.2,1.2,0.9,0.3,-,6.77
341429,148,Davinson,Sánchez,Davinson Sánchez,Defender,Centre-Back,26,25000000,Tottenham Hotspur,premier-league,8(10),852.0,1.3,0.7,0.4,0.2,2.3,0.3,0.6,-,6.47
553875,148,Pedro,Porro,Pedro Porro,Defender,Right-Back,23,25000000,Tottenham Hotspur,premier-league,13(2),1138.0,1.7,1,0.8,0.2,1.3,1.7,0.1,-,6.96
413220,1003,James,Justin,James Justin,Defender,Right-Back,24,25000000,Leicester City,premier-league,14,1254.0,1.4,1.1,0.6,0.5,2.6,0.6,0.4,-,6.73
253677,405,Tyrone,Mings,Tyrone Mings,Defender,Centre-Back,29,25000000,Aston Villa,premier-league,35,3150.0,0.4,1.5,0.5,1,4.5,0.3,0.6,1,6.75
257732,6195,Amir,Rrahmani,Amir Rrahmani,Defender,Centre-Back,28,25000000,SSC Napoli,serie-a,27(2),2450.0,1.1,0.5,0.8,0.2,2.6,0.3,0.7,-,6.87
578391,543,Rayan,Aït-Nouri,Rayan Aït-Nouri,Defender,Left-Back,21,22000000,Wolverhampton Wanderers,premier-league,9(12),1070.0,1.6,0.4,0.7,0.1,1.1,0.3,-,1,6.51
556385,410,Destiny,Udogie,Destiny Udogie,Defender,Left-Back,20,22000000,Udinese Calcio,serie-a,31(2),2714.0,2.2,1.1,1.1,0.2,0.5,0.8,0.2,-,6.87
173504,29,James,Tarkowski,James Tarkowski,Defender,Centre-Back,30,22000000,Everton FC,premier-league,38,3420.0,1.3,1.3,1.1,0.3,5.2,0.5,2.1,-,6.97
425334,405,Matty,Cash,Matty Cash,Defender,Right-Back,25,22000000,Aston Villa,premier-league,20(6),1821.0,2.1,1,0.8,0.5,1.4,0.4,0.2,-,6.56
126664,405,Lucas,Digne,Lucas Digne,Defender,Left-Back,29,22000000,Aston Villa,premier-league,18(10),1501.0,1.1,0.6,0.7,0.2,1.4,0.5,0.2,1,6.41
339340,985,Tyrell,Malacia,Tyrell Malacia,Defender,Left-Back,23,22000000,Manchester United,premier-league,14(8),1395.0,2.1,1.1,1.8,0.1,2.0,0.5,0.1,-,6.64
228948,379,Thilo,Kehrer,Thilo Kehrer,Defender,Centre-Back,26,22000000,West Ham United,premier-league,25(2),2231.0,1.6,1.3,1.1,0.2,2.7,0.9,0.2,1,6.5
424042,13,Nahuel,Molina,Nahuel Molina,Defender,Right-Back,24,22000000,Atlético de Madrid,laliga,33,2872.0,2.1,0.5,0.7,0.1,1.4,1.6,0.2,-,6.79
339556,1148,Rico,Henry,Rico Henry,Defender,Left-Back,25,22000000,Brentford FC,premier-league,37,3244.0,1.5,0.8,0.9,0.2,1.9,0.5,0.2,-,6.64
346314,631,Trevoh,Chalobah,Trevoh Chalobah,Defender,Centre-Back,23,22000000,Chelsea FC,premier-league,18(7),1604.0,1.2,1,0.4,0.1,2.2,0.4,0.3,1,6.47
413403,405,Ezri,Konsa,Ezri Konsa,Defender,Centre-Back,25,22000000,Aston Villa,premier-league,37(1),3323.0,1.1,0.7,0.3,1,3,0.2,0.6,-,6.57
469050,543,Nathan,Collins,Nathan Collins,Defender,Centre-Back,21,22000000,Wolverhampton Wanderers,premier-league,19(7),1813.0,1.0,0.8,0.7,0.1,3.2,0.3,1.1,-,6.48
212847,1237,Adam,Webster,Adam Webster,Defender,Centre-Back,27,22000000,Brighton & Hove Albion,premier-league,23(4),1989.0,0.8,0.7,0.4,0.2,1.9,0.3,0.7,1,6.52
476352,703,Renan,Lodi,Renan Lodi,Defender,Left-Back,24,20000000,Nottingham Forest,premier-league,26(2),2222.0,1.9,1.2,1.0,0.2,2.1,1.2,0.2,-,6.54
284732,18,Ramy,Bensebaini,Ramy Bensebaini,Defender,Left-Back,27,20000000,Borussia Mönchengladbach,bundesliga,28,2487.0,1.2,1.3,0.9,0.4,3.2,0.5,0.5,1,6.96
434224,82,Maxence,Lacroix,Maxence Lacroix,Defender,Centre-Back,22,20000000,VfL Wolfsburg,bundesliga,18(6),1628.0,0.9,1.1,0.8,0.7,3.4,0.3,0.5,-,6.66
644771,15,Odilon,Kossounou,Odilon Kossounou,Defender,Centre-Back,21,20000000,Bayer 04 Leverkusen,bundesliga,17(7),1520.0,0.9,1,0.7,0.1,2.3,0.3,0.5,-,6.5
225657,60,Philipp,Lienhart,Philipp Lienhart,Defender,Centre-Back,26,20000000,SC Freiburg,bundesliga,27(2),2498.0,1,1.2,0.6,0.3,3.2,0.5,0.5,-,6.81
292808,1003,Wout,Faes,Wout Faes,Defender,Centre-Back,24,20000000,Leicester City,premier-league,31,2787.0,1.8,1.3,0.7,0.6,3.6,0.5,1.2,2,6.66
193098,405,Álex,Moreno,Álex Moreno,Defender,Left-Back,29,20000000,Aston Villa,premier-league,15,1350.0,1.9,1.1,1.1,0.4,2.2,1.2,0.3,-,6.83
192635,18,Nico,Elvedi,Nico Elvedi,Defender,Centre-Back,26,20000000,Borussia Mönchengladbach,bundesliga,32,2828.0,1.4,1.1,0.8,0.8,4.5,0.4,0.5,-,6.69
293194,79,Borna,Sosa,Borna Sosa,Defender,Left-Back,24,20000000,VfB Stuttgart,bundesliga,22(3),1961.0,1.1,0.8,0.5,0.2,1.4,0.4,0.2,-,7.01
605184,417,Jean-Clair,Todibo,Jean-Clair Todibo,Defender,Centre-Back,23,20000000,OGC Nice,ligue-1,33(1),2873.0,2.2,1.2,0.6,0.5,3.1,0.4,0.6,-,6.79
282429,13,Sergio,Reguilón,Sergio Reguilón,Defender,Left-Back,26,20000000,Atlético de Madrid,laliga,2(9),307.0,0.6,0.2,0.4,0.2,0.2,0.2,-,-,6.2
196357,15,Jonathan,Tah,Jonathan Tah,Defender,Centre-Back,26,20000000,Bayer 04 Leverkusen,bundesliga,28(5),2487.0,0.8,1.2,0.7,0.6,3.5,0.2,0.5,-,6.58
368891,273,Arthur,Theate,Arthur Theate,Defender,Centre-Back,22,20000000,Stade Rennais FC,ligue-1,35,3129.0,0.8,0.9,0.7,0.8,3.2,0.4,0.4,1,6.71
349599,1237,Pervis,Estupiñán,Pervis Estupiñán,Defender,Left-Back,24,20000000,Brighton & Hove Albion,premier-league,31(4),2683.0,1.7,1.1,1.2,0.1,1.0,0.7,0.2,-,6.79
618472,1041,Castello,Lukeba,Castello Lukeba,Defender,Centre-Back,20,20000000,Olympique Lyon,ligue-1,33(1),2986.0,1.1,2.2,1.1,0.8,3,0.3,0.7,1,6.73
413507,430,Nikola,Milenkovic,Nikola Milenkovic,Defender,Centre-Back,25,20000000,ACF Fiorentina,serie-a,23(4),2136.0,1.5,0.8,1.4,0.6,2.7,0.3,0.5,1,6.77
192765,148,Ben,Davies,Ben Davies,Defender,Left-Back,29,20000000,Tottenham Hotspur,premier-league,26(5),2290.0,0.9,0.6,1.0,0.2,2.2,0.4,0.3,-,6.63
298589,331,David,García,David García,Defender,Centre-Back,28,20000000,CA Osasuna,laliga,31(1),2684.0,1.1,1.4,1.7,0.9,4.7,0.1,0.4,-,6.77
348026,583,Nordi,Mukiele,Nordi Mukiele,Defender,Right-Back,25,20000000,Paris Saint-Germain,ligue-1,12(7),1133.0,1.6,0.7,0.8,0.1,0.8,0.5,0.5,-,6.76
124502,60,Matthias,Ginter,Matthias Ginter,Defender,Centre-Back,28,20000000,SC Freiburg,bundesliga,34,3060.0,1.3,1,0.7,0.3,4.4,0.4,0.7,-,6.95
170986,16,Raphaël,Guerreiro,Raphaël Guerreiro,Defender,Left-Back,29,20000000,Borussia Dortmund,bundesliga,26(1),2296.0,1.3,1.3,0.3,0.3,0.8,0.5,0.1,-,7.27
410708,399,Pascal,Struijk,Pascal Struijk,Defender,Left-Back,23,20000000,Leeds United,premier-league,26(3),2205.0,2.9,1.1,1,0.3,2.2,1,0.4,-,6.66
571604,800,Giorgio,Scalvini,Giorgio Scalvini,Defender,Centre-Back,19,20000000,Atalanta BC,serie-a,29(3),2346.0,1.7,1.8,1.7,0.1,1.7,0.9,0.4,-,6.63
231572,543,Nélson,Semedo,Nélson Semedo,Defender,Right-Back,29,18000000,Wolverhampton Wanderers,premier-league,31(5),2641.0,2.0,0.8,1.3,-,2.1,0.9,0.4,-,6.5
158863,621,Iñigo,Martínez,Iñigo Martínez,Defender,Centre-Back,31,18000000,Athletic Bilbao,laliga,15,1339.0,1.2,1.2,0.9,0.8,3.5,0.2,0.7,-,6.81
291200,703,Moussa,Niakhaté,Moussa Niakhaté,Defender,Centre-Back,26,18000000,Nottingham Forest,premier-league,14,1162.0,1.3,1.4,0.9,0.2,3.9,0.8,0.6,-,6.48
289446,29,Yerry,Mina,Yerry Mina,Defender,Centre-Back,28,18000000,Everton FC,premier-league,7,596.0,2.1,0.9,0.9,0.3,4,0.3,0.6,-,7.01
591949,1148,Aaron,Hickey,Aaron Hickey,Defender,Right-Back,20,18000000,Brentford FC,premier-league,23(3),1931.0,1.5,0.7,0.8,0.2,0.8,0.5,0.3,-,6.45
256448,12,Gianluca,Mancini,Gianluca Mancini,Defender,Centre-Back,26,18000000,AS Roma,serie-a,33(2),2867.0,1.1,1.3,1.1,0.1,1.8,0.5,0.5,-,6.67
128901,29,Conor,Coady,Conor Coady,Defender,Centre-Back,29,18000000,Everton FC,premier-league,23(1),2096.0,0.6,0.6,0.5,0.3,3.5,0.3,0.7,-,6.45
197747,398,Alessio,Romagnoli,Alessio Romagnoli,Defender,Centre-Back,27,18000000,SS Lazio,serie-a,33(1),2925.0,1,1.1,1,0.3,3.1,0.3,0.8,-,6.86
343475,29,Ben,Godfrey,Ben Godfrey,Defender,Centre-Back,24,18000000,Everton FC,premier-league,10(3),803.0,1.5,0.6,0.8,0.1,2.4,1.4,0.5,-,6.32
563963,180,Mohammed,Salisu,Mohammed Salisu,Defender,Centre-Back,23,18000000,Southampton FC,premier-league,21(1),1973.0,2.4,1.4,1.2,0.5,5.4,0.5,1.1,1,6.78
503680,703,Neco,Williams,Neco Williams,Defender,Right-Back,21,18000000,Nottingham Forest,premier-league,20(11),1877.0,2.3,1.1,1.1,0.1,1.2,1.1,0.3,-,6.6
535955,244,Nuno,Tavares,Nuno Tavares,Defender,Left-Back,22,18000000,Olympique Marseille,ligue-1,23(8),2349.0,1.8,0.5,1.2,0.1,0.7,0.9,0.1,-,6.86
148153,1237,Lewis,Dunk,Lewis Dunk,Defender,Centre-Back,31,18000000,Brighton & Hove Albion,premier-league,36,3240.0,0.8,0.9,0.5,0.4,2.3,0.6,0.8,1,6.62
477758,985,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Defender,Right-Back,25,18000000,Manchester United,premier-league,16(3),1436.0,2.1,1.2,0.6,0.3,1.8,0.1,0.4,-,6.93
466794,131,Eric,García,Eric García,Defender,Centre-Back,21,18000000,FC Barcelona,laliga,15(9),1414.0,1.0,0.8,0.8,0.8,1.4,0.5,0.4,-,6.62
467563,180,Armel,Bella-Kotchap,Armel Bella-Kotchap,Defender,Centre-Back,21,18000000,Southampton FC,premier-league,24,1885.0,1.5,1.8,0.4,0.3,4.5,0.2,0.5,-,6.71
243028,180,Jan,Bednarek,Jan Bednarek,Defender,Centre-Back,26,18000000,Southampton FC,premier-league,1(2),96.0,1.0,0.7,0.3,-,1.7,-,0.3,-,6.32
258878,931,Tosin,Adarabioyo,Tosin Adarabioyo,Defender,Centre-Back,25,18000000,Fulham FC,premier-league,23(2),2084.0,1.2,1,0.7,1,5.5,0.3,0.6,-,6.74
356197,1050,Alfonso,Pedraza,Alfonso Pedraza,Defender,Left-Back,26,18000000,Villarreal CF,laliga,20(6),1636.0,1.3,0.7,0.8,0.3,0.8,0.4,-,-,6.65
328784,399,Robin,Koch,Robin Koch,Defender,Centre-Back,26,18000000,Leeds United,premier-league,36,3178.0,1.5,1.2,1,0.7,4.1,0.9,0.6,1,6.52
203348,244,Chancel,Mbemba,Chancel Mbemba,Defender,Centre-Back,28,17000000,Olympique Marseille,ligue-1,32(4),2850.0,1.2,1.2,0.5,0.1,2.4,0.3,0.3,-,6.82
469781,989,Marcos,Senesi,Marcos Senesi,Defender,Centre-Back,25,17000000,AFC Bournemouth,premier-league,29(2),2496.0,1.6,1.4,0.9,0.3,4.5,0.7,0.6,-,6.52
328658,1148,Kristoffer,Ajer,Kristoffer Ajer,Defender,Centre-Back,24,16000000,Brentford FC,premier-league,9,766.0,1.2,0.8,0.6,-,1.9,0.8,0.6,-,6.41
348623,29,Mason,Holgate,Mason Holgate,Defender,Centre-Back,26,16000000,Everton FC,premier-league,5(3),508.0,1.4,0.9,1.1,0.3,3.3,1,0.4,-,6.35
361104,5,Sergiño,Dest,Sergiño Dest,Defender,Right-Back,22,16000000,AC Milan,serie-a,2(6),328.0,1.5,0.5,0.8,-,0.1,0.1,-,-,6.41
480116,989,Lloyd,Kelly,Lloyd Kelly,Defender,Centre-Back,24,15000000,AFC Bournemouth,premier-league,23,2041.0,1.4,1.1,0.7,0.6,4.3,0.3,0.7,-,6.59
202591,23826,Benjamin,Henrichs,Benjamin Henrichs,Defender,Right-Back,25,15000000,RB Leipzig,bundesliga,23(7),2188.0,2.4,1.2,1.2,-,1.3,0.8,0.1,-,6.76
229005,23826,Abdou,Diallo,Abdou Diallo,Defender,Centre-Back,26,15000000,RB Leipzig,bundesliga,5(3),476.0,0.8,1,0.4,0.5,2.5,0.3,0.6,-,6.76
272622,931,Issa,Diop,Issa Diop,Defender,Centre-Back,25,15000000,Fulham FC,premier-league,21(4),2009.0,1.1,1.4,0.6,0.6,3.4,0.6,0.7,-,6.66
